team_id,year,team,seed,finish,weekend,conference,overall_score,offensive_score,defensive_score
2020 Northern Kentucky,2020,Northern Kentucky,15,Covid,1,Horizon,3.46,3.22,4.65
2020 Boston University,2020,Boston University,16,Covid,1,America East,2.96,3.34,3.84
2020 Robert Morris,2020,Robert Morris,16,Covid,1,NEC,2.04,2.89,3.18
2020 Gonzaga,2020,Gonzaga,1,Covid,2,WCC,7.62,7.9,6.69
2020 San Diego St.,2020,San Diego St.,2,Covid,3,MWC,7.0,6.25,6.83
2020 Seton Hall,2020,Seton Hall,3,Covid,1,Big East,6.42,5.78,6.79
2020 Oregon,2020,Oregon,4,Covid,1,Pac 12,6.5,6.15,5.51
2020 Michigan,2020,Michigan,5,Covid,2,Big 10,6.3,5.35,6.4
2020 BYU,2020,BYU,6,Covid,1,MWC,6.5,6.03,6.27
2020 Arizona,2020,Arizona,7,Covid,1,Pac 12,6.01,5.64,6.17
2020 LSU,2020,LSU,8,Covid,1,SEC,5.16,5.73,4.47
2020 Oklahoma,2020,Oklahoma,9,Covid,1,Big 12,5.3,3.6,6.31
2020 Texas Tech,2020,Texas Tech,10,Covid,1,Big 12,5.57,4.5,5.71
2020 Indiana,2020,Indiana,11,Covid,2,Big 10,5.63,4.58,5.16
2020 Yale,2020,Yale,12,Covid,1,Ivy,4.55,4.56,5.12
2020 New Mexico St.,2020,New Mexico St.,13,Covid,1,WAC,5.19,5.51,4.89
2020 Eastern Washington,2020,Eastern Washington,14,Covid,1,Big Sky,3.15,3.58,3.49
2020 UC Irvine,2020,UC Irvine,15,Covid,1,Big West,3.68,3.58,4.4
2020 North Carolina Central,2020,North Carolina Central,16,Covid,1,MEAC,1.09,1.82,2.54
2020 Prairie View A&M,2020,Prairie View A&M,16,Covid,1,SWAC,2.08,1.95,3.26
2020 Baylor,2020,Baylor,1,Covid,2,Big 12,7.46,5.6,7.62
2020 Creighton,2020,Creighton,2,Covid,1,MVC,6.69,5.76,5.85
2020 Michigan St.,2020,Michigan St.,3,Covid,3,Big 10,6.96,6.3,6.66
2020 Louisville,2020,Louisville,4,Covid,1,CUSA,7.09,6.11,6.98
2020 Ohio St.,2020,Ohio St.,5,Covid,1,Big 10,6.45,5.26,5.96
2020 Virginia,2020,Virginia,6,Covid,1,ACC,5.65,3.39,7.48
2020 Illinois,2020,Illinois,7,Covid,2,Big 10,5.61,4.47,5.61
2020 Saint Mary's,2020,Saint Mary's,8,Covid,1,WCC,5.12,4.79,4.6
2020 Rutgers,2020,Rutgers,9,Covid,1,Big 10,5.95,4.36,6.41
2020 USC,2020,USC,10,Covid,1,Pac 12,5.43,4.39,6.39
2020 Cincinnati,2020,Cincinnati,11,Covid,1,CUSA,5.44,5.18,5.76
2020 Stephen F. Austin,2020,Stephen F. Austin,12,Covid,2,Southland,4.82,5.23,3.82
2020 Vermont,2020,Vermont,13,Covid,1,America East,4.62,3.96,5.34
2020 Bradley,2020,Bradley,14,Covid,1,MVC,3.77,3.92,4.48
2020 Little Rock,2020,Little Rock,15,Covid,1,Sun Belt,3.39,4.82,3.44
2020 Winthrop,2020,Winthrop,16,Covid,1,Big South,3.01,4.22,2.52
2025 Akron,2025,Akron,13,First Round,1,MAC,3.81,4.72,2.37
2025 Alabama,2025,Alabama,2,Elite Eight,2,SEC,8.17,8.79,6.06
2025 Alabama St.,2025,Alabama St.,16,First Round,1,SWAC,1.18,1.58,2.04
2025 American,2025,American,16,First Round,1,Patriot,1.52,2.17,1.76
2025 Arizona,2025,Arizona,4,Sweet 16,2,Big 12,7.38,7.72,5.69
2025 Arkansas,2025,Arkansas,10,Sweet 16,2,SEC,5.54,5.82,5.14
2025 Auburn,2025,Auburn,1,Final Four,3,SEC,9.52,9.18,8.0
2025 Baylor,2025,Baylor,9,Second Round,1,Big 12,6.38,6.57,4.9
2025 Bryant,2025,Bryant,15,First Round,1,America East,2.71,4.05,3.38
2025 BYU,2025,BYU,6,Sweet 16,2,Big 12,7.29,7.76,5.09
2025 Clemson,2025,Clemson,5,First Round,1,ACC,7.06,6.53,6.81
2025 Colorado St.,2025,Colorado St.,12,Second Round,1,MWC,5.66,5.81,4.95
2025 Connecticut,2025,Connecticut,8,Second Round,1,Big East,6.42,7.61,4.75
2025 Creighton,2025,Creighton,9,Second Round,1,Big East,6.2,7.27,6.11
2025 Drake,2025,Drake,11,Second Round,1,MVC,5.34,5.97,3.76
2025 Duke,2025,Duke,1,Final Four,3,ACC,9.51,10.0,8.42
2025 Florida,2025,Florida,1,Champion,3,SEC,9.03,8.92,7.83
2025 Georgia,2025,Georgia,9,First Round,1,SEC,6.31,6.58,5.51
2025 Gonzaga,2025,Gonzaga,8,Second Round,1,WCC,7.6,8.02,7.06
2025 Grand Canyon,2025,Grand Canyon,13,First Round,1,WAC,4.49,5.09,4.58
2025 High Point,2025,High Point,13,First Round,1,Big South,4.96,6.53,3.46
2025 Houston,2025,Houston,1,Runner Up,3,Big 12,9.0,7.31,8.38
2025 Illinois,2025,Illinois,6,Second Round,1,Big 10,7.05,7.03,5.67
2025 Iowa St.,2025,Iowa St.,3,Second Round,1,Big 12,7.11,7.08,6.29
2025 Kansas,2025,Kansas,7,First Round,1,Big 12,6.75,6.44,6.8
2025 Kentucky,2025,Kentucky,3,Sweet 16,2,SEC,7.82,8.07,5.67
2025 Liberty,2025,Liberty,12,First Round,1,CUSA,4.93,5.45,5.06
2025 Lipscomb,2025,Lipscomb,14,First Round,1,ASUN,4.17,4.9,4.88
2025 Louisville,2025,Louisville,8,First Round,1,ACC,6.56,6.95,5.81
2025 Marquette,2025,Marquette,7,First Round,1,Big 12,6.61,6.09,5.85
2025 Maryland,2025,Maryland,4,Sweet 16,2,Big 10,7.38,6.93,6.88
2025 McNeese,2025,McNeese,12,Second Round,1,Southland,5.41,5.91,4.83
2025 Memphis,2025,Memphis,5,First Round,1,AAC,5.56,5.92,4.64
2025 Michigan,2025,Michigan,5,Sweet 16,2,Big 10,7.03,6.98,6.78
2025 Michigan St.,2025,Michigan St.,2,Elite Eight,2,Big 10,7.85,7.15,6.32
2025 Mississippi,2025,Mississippi,6,Sweet 16,2,SEC,6.38,5.44,5.32
2025 Mississippi St.,2025,Mississippi St.,8,First Round,1,SEC,5.92,6.42,4.1
2025 Missouri,2025,Missouri,6,First Round,1,SEC,7.39,8.86,5.41
2025 Montana,2025,Montana,14,First Round,1,Big Sky,2.87,4.37,1.87
2025 Mount St. Mary's,2025,Mount St. Mary's,16,First Round,1,MAAC,1.27,2.45,2.05
2025 Nebraska Omaha,2025,Nebraska Omaha,15,First Round,1,Summit,2.83,4.49,2.04
2025 New Mexico,2025,New Mexico,10,Second Round,1,MWC,5.66,5.38,4.89
2025 Norfolk St.,2025,Norfolk St.,16,First Round,1,MEAC,2.57,4.28,2.3
2025 North Carolina,2025,North Carolina,11,First Round,1,ACC,6.05,6.32,4.92
2025 Oklahoma,2025,Oklahoma,9,First Round,1,SEC,6.1,6.47,4.47
2025 Oregon,2025,Oregon,5,Second Round,1,Big 10,6.39,5.91,5.77
2025 Purdue,2025,Purdue,4,Sweet 16,2,Big 10,7.16,7.33,5.18
2025 Robert Morris,2025,Robert Morris,15,First Round,1,Horizon,3.3,4.6,2.79
2025 Saint Francis,2025,Saint Francis,16,First Round,1,NEC,0.36,1.35,1.09
2025 Saint Mary's,2025,Saint Mary's,7,Second Round,1,WCC,6.36,5.86,5.92
2025 San Diego St.,2025,San Diego St.,11,First Round,1,MWC,5.82,5.07,6.07
2025 SIU Edwardsville,2025,SIU Edwardsville,16,First Round,1,OVC,1.85,2.73,2.92
2025 St. John's,2025,St. John's,2,Second Round,1,Big East,7.34,6.08,7.49
2025 Tennessee,2025,Tennessee,2,Elite Eight,2,SEC,7.83,7.54,7.62
2025 Texas,2025,Texas,11,First Round,1,SEC,5.8,6.27,5.02
2025 Texas A&M,2025,Texas A&M,4,Second Round,1,SEC,6.86,5.78,5.55
2025 Texas Tech,2025,Texas Tech,3,Elite Eight,2,Big 12,7.46,7.63,6.02
2025 Troy,2025,Troy,14,First Round,1,Sun Belt,4.33,4.57,4.12
2025 UC San Diego,2025,UC San Diego,12,First Round,1,Big West,5.93,6.01,5.98
2025 UCLA,2025,UCLA,7,Second Round,1,Big 10,6.78,6.96,5.63
2025 UNC Wilmington,2025,UNC Wilmington,14,First Round,1,CAA,3.71,4.91,2.88
2025 Utah St.,2025,Utah St.,10,First Round,1,MWC,6.01,7.62,3.58
2025 Vanderbilt,2025,Vanderbilt,10,First Round,1,SEC,6.37,6.22,4.84
2025 VCU,2025,VCU,11,First Round,1,A10,6.59,6.9,6.25
2025 Wisconsin,2025,Wisconsin,3,Second Round,1,Big 10,7.45,6.92,6.67
2025 Wofford,2025,Wofford,15,First Round,1,Southern,2.97,4.46,2.09
2025 Xavier,2025,Xavier,11,First Round,1,Big East,5.6,6.0,4.76
2025 Yale,2025,Yale,13,First Round,1,Ivy,4.85,5.57,3.81
